name,smiles,tanimoto_combo_legacy,tanimoto_combination,tanimoto_shape,tanimoto_color,overlap_volume,overlap_color,self_overlap_volume_query,self_overlap_volume_fit,self_overlap_color_query,self_overlap_color_fit,RefTversky_volume,RefTversky_color,FitTversky_volume,FitTversky_color,RefTverskyCombo,FitTverskyCombo
CHEMBL1327614,Cc1cc(N2CCOCC2)nc(NCc2ccccc2)n1,1.5312688,0.7656344,0.8235935,0.7076753,950.699,33.307697,1134.4746,970.5548,42.087975,38.286083,0.844,0.795,0.971,0.866,1.639,1.837
CHEMBL4250382,Cc1cc(N(C)C)nc(NCc2ccc(Cl)cc2)n1,1.522708,0.761354,0.77994347,0.7427646,872.31976,33.41628,1134.4746,856.2849,42.087975,36.31736,0.778,0.799,1.002,0.913,1.578,1.915
CHEMBL601135,Cc1cc(N2CCCCC2)nc(NCc2ccccc2)n1,1.5127876,0.7563938,0.8357596,0.67702806,955.00323,35.096863,1134.4746,963.2055,42.087975,44.848484,0.848,0.831,0.983,0.785,1.679,1.768
CHEMBL611363,Cc1cc(NC(C)C)nc(NCc2ccccc2)n1,1.5091772,0.7545886,0.78843296,0.7207443,878.7797,35.383312,1134.4746,858.89545,42.087975,42.388077,0.784,0.84,1.007,0.835,1.625,1.842
CHEMBL578928,Cc1cc(NC2CCCCC2)nc(NCc2ccccc2)n1,1.4915856,0.7457928,0.8165659,0.67501974,959.67145,38.64007,1134.4746,1000.4498,42.087975,53.79497,0.851,0.905,0.953,0.726,1.756,1.679
CHEMBL4245858,Cc1cc(N(C)C)nc(NCc2ccccc2)n1,1.4903098,0.7451549,0.74910915,0.7412007,837.12463,33.37587,1134.4746,820.1436,42.087975,36.317364,0.748,0.798,1.002,0.912,1.547,1.913
CHEMBL2271285,Cc1nc(NCc2ccc(Cl)cc2)nc(C(F)(F)C(F)(F)F)n1,1.4769092,0.7384546,0.8044888,0.6724203,985.58026,31.654642,1134.4746,1076.207,42.087975,36.642338,0.871,0.757,0.913,0.858,1.628,1.771
CHEMBL4130103,Cc1cc(C)nc(SSc2ccc(Cl)cc2)n1,1.475942,0.737971,0.7381872,0.7377548,792.59644,33.357605,1134.4746,731.82837,42.087975,36.484653,0.711,0.798,1.054,0.907,1.509,1.961
CHEMBL4126843,Cc1cc(C)nc(SSc2ccc(Br)cc2)n1,1.4756463,0.7378231,0.7380674,0.7375788,790.8996,33.353024,1134.4746,728.0068,42.087975,36.484653,0.71,0.798,1.057,0.907,1.508,1.964
CHEMBL2270228,Cc1nc(CF)nc(NCc2ccc(Cl)cc2)n1,1.4754852,0.7377426,0.7738179,0.7016673,850.1578,33.326035,1134.4746,814.3367,42.087975,38.73355,0.76,0.795,1.024,0.857,1.555,1.881
CHEMBL2270227,Cc1nc(CF)nc(NCc2ccc(Br)cc2)n1,1.4751878,0.7375939,0.77363497,0.7015528,848.37744,33.32284,1134.4746,810.51495,42.087975,38.733555,0.759,0.795,1.026,0.857,1.554,1.883
CHEMBL595700,Cc1cc(Nc2ccccc2)nc(NCc2ccccc2)n1,1.4723511,0.73617554,0.80017954,0.6721716,958.93805,39.821667,1134.4746,1022.86694,42.087975,56.977,0.849,0.93,0.932,0.708,1.779,1.641
CHEMBL4436098,Cc1cc(OCCN(C)C)nc(NCc2ccccc2)n1,1.4700465,0.73502326,0.81397164,0.65607494,934.46844,33.507645,1134.4746,948.02954,42.087975,42.492565,0.831,0.796,0.976,0.789,1.626,1.765
CHEMBL4127039,CC(=O)Nc1cnc(SSc2ccc(Br)cc2)s1,1.4633329,0.73166645,0.78397787,0.6793551,829.9486,30.76284,1134.4746,754.1118,42.087975,33.95728,0.744,0.738,1.073,0.895,1.482,1.969
CHEMBL4127180,CC(=O)Nc1cnc(SSc2ccc(Cl)cc2)s1,1.4626541,0.73132706,0.78329426,0.67935985,831.2208,30.762968,1134.4746,757.93207,42.087975,33.95728,0.745,0.738,1.07,0.895,1.483,1.965
CHEMBL4453184,Cc1ccc(COc2nc(C)cn3cc([N+](=O)[O-])nc23)cc1,1.4601173,0.73005867,0.8580328,0.6020845,1011.1125,31.70932,1134.4746,1055.0457,42.087975,42.287243,0.894,0.753,0.955,0.75,1.648,1.705
CHEMBL2271293,Cc1nc(N(C=O)Cc2ccc(Cl)cc2)nc(C(F)(F)C(F)(F)F)n1,1.4592199,0.72960997,0.7886113,0.67060864,1018.4198,31.604385,1134.4746,1175.3542,42.087975,36.64432,0.896,0.756,0.868,0.856,1.652,1.724
CHEMBL594252,Cc1cc(NC2CCCCC2)nc(N[C@@H](C)c2ccccc2)n1,1.4560456,0.7280228,0.81093395,0.6451116,976.08887,38.444496,1134.4746,1045.2744,42.087975,55.95008,0.864,0.899,0.93,0.696,1.762,1.626
CHEMBL528181,Cc1cc(Nc2ccc(Cl)cc2)nc(NCc2ccccc2)n1,1.4505441,0.72527206,0.78025156,0.67029256,961.3631,39.75502,1134.4746,1059.0078,42.087975,56.977,0.85,0.928,0.905,0.707,1.778,1.612
CHEMBL184142,CN(Cc1ccc(Cl)cc1)c1nc(O)cc(C(F)(F)F)n1,1.4500844,0.7250422,0.7698355,0.68024904,914.80194,31.784904,1134.4746,968.6358,42.087975,36.422325,0.812,0.76,0.936,0.866,1.573,1.802
CHEMBL4455542,Cc1ccc(COc2nc(C)c(C)n3cc([N+](=O)[O-])nc23)cc1,1.4478681,0.72393405,0.84871596,0.5991521,1026.1068,32.37284,1134.4746,1100.6431,42.087975,44.315952,0.906,0.767,0.931,0.732,1.673,1.663
CHEMBL2269218,Cc1nc(NCc2ccc(Cl)cc2)nc(C(F)(F)F)n1,1.4470696,0.7235348,0.77774054,0.66932917,899.3836,31.567421,1134.4746,921.31476,42.087975,36.642223,0.8,0.755,0.965,0.855,1.555,1.82
CHEMBL2269214,Cc1nc(NCc2ccc(Br)cc2)nc(C(F)(F)F)n1,1.4468753,0.72343767,0.7775648,0.66931045,897.5976,31.56689,1134.4746,917.4933,42.087975,36.642223,0.799,0.755,0.967,0.855,1.554,1.822
CHEMBL4130253,Cc1ccc(SSc2nc(C)cc(C)n2)cc1,1.4434646,0.7217323,0.7352576,0.708207,793.6031,34.077618,1134.4746,738.4822,42.087975,40.107803,0.712,0.812,1.047,0.848,1.524,1.894
CHEMBL5199768,Cc1cc(Nc2nc(NCc3ccc(C(F)(F)F)cc3)nc3ccccc23)n[nH]1,1.4430768,0.7215384,0.81198275,0.63109416,1131.3596,42.202427,1134.4746,1390.2146,42.087975,66.98629,0.986,0.974,0.821,0.642,1.96,1.463
CHEMBL4250911,Cc1cc(Nc2ccc(F)cc2)nc(NCc2ccccc2)n1,1.442215,0.7211075,0.7775035,0.6647115,964.4553,38.234356,1134.4746,1070.4321,42.087975,53.66661,0.853,0.896,0.898,0.72,1.749,1.619
CHEMBL2270231,Cc1nc(NCc2ccc(Cl)cc2)nc(C(F)F)n1,1.4398601,0.71993005,0.7667965,0.67306364,867.7623,31.672693,1134.4746,864.95996,42.087975,36.642223,0.774,0.757,0.988,0.858,1.532,1.846
CHEMBL2270230,Cc1nc(NCc2ccc(Br)cc2)nc(C(F)F)n1,1.4397354,0.7198677,0.7667409,0.67299443,866.06824,31.670746,1134.4746,861.13837,42.087975,36.642223,0.773,0.757,0.99,0.858,1.53,1.848
CHEMBL4128892,Cc1cc(C)nc(SSc2ccccc2)n1,1.4391465,0.71957326,0.69999224,0.7391542,753.591,33.393986,1134.4746,695.687,42.087975,36.484653,0.677,0.799,1.05,0.908,1.476,1.958
CHEMBL1770988,CN1CCN(c2cc(N)nc(NCc3ccccc3)n2)CC1,1.4386706,0.7193353,0.8338819,0.6047888,977.3982,30.96689,1134.4746,1015.0299,42.087975,40.081738,0.866,0.738,0.957,0.771,1.604,1.728
CHEMBL4126459,CC(=O)Nc1cnc(SSc2ccc(C)cc2)s1,1.4380233,0.71901166,0.78022027,0.65780306,832.28406,31.602074,1134.4746,764.53906,42.087975,37.55595,0.746,0.755,1.063,0.836,1.501,1.899
CHEMBL264433,O=C(c1cccs1)c1nc(NCc2ccccc2)nc2ccsc12,1.4356349,0.7178174,0.8049442,0.63069063,1002.48706,39.218956,1134.4746,1113.4243,42.087975,59.315125,0.884,0.913,0.9,0.671,1.798,1.57
CHEMBL2269225,Cc1nc(NCc2ccc(C(F)(F)F)cc2)nc(C(F)(F)F)n1,1.434248,0.717124,0.765715,0.6685329,960.10547,31.545048,1134.4746,1079.4988,42.087975,36.642555,0.848,0.754,0.887,0.855,1.603,1.742
CHEMBL594754,Cc1cc(NC(C)C)nc(NCc2ccc3c(c2)CCN3C)n1,1.4326576,0.7163288,0.77801406,0.65464354,960.3322,32.66069,1134.4746,1060.1956,42.087975,40.463516,0.849,0.778,0.903,0.806,1.627,1.708
CHEMBL1417496,Cc1nn(Cc2ccc(Cl)cc2Cl)c(C)c1NC(=O)CCl,1.432405,0.7162025,0.7894428,0.6429622,912.6615,31.303493,1134.4746,934.27014,42.087975,37.901886,0.812,0.747,0.967,0.821,1.559,1.788
CHEMBL2269217,Cc1nc(NCc2cccc(Cl)c2)nc(C(F)(F)F)n1,1.4294555,0.71472776,0.76098555,0.66847,888.5578,31.543135,1134.4746,921.724,42.087975,36.642223,0.791,0.754,0.953,0.854,1.545,1.808
CHEMBL609754,Cc1cc(N(C)C2CCCCC2)nc(NCc2ccccc2)n1,1.4281149,0.71405745,0.78320116,0.6449137,957.88885,36.820385,1134.4746,1046.4575,42.087975,51.825924,0.848,0.865,0.912,0.717,1.712,1.629
CHEMBL600560,Cc1ccc(Nc2cc(C)nc(NCc3ccccc3)n2)c(C)c1,1.4276086,0.7138043,0.80048025,0.62712836,997.8471,40.9436,1134.4746,1109.9331,42.087975,64.14306,0.881,0.948,0.898,0.649,1.828,1.548
CHEMBL4245372,COc1cccc(Nc2cc(C)nc(NCc3ccccc3)n2)c1,1.4244349,0.71221745,0.74177635,0.6826585,957.4954,38.867817,1134.4746,1113.835,42.087975,53.715805,0.845,0.911,0.859,0.731,1.756,1.59
CHEMBL5183478,Cc1cc(Nc2nc(NCc3ccc(Cl)cc3)nc3c2cnn3C)n[nH]1,1.4226239,0.71131194,0.8240939,0.59853005,1072.5128,36.09401,1134.4746,1239.4832,42.087975,54.310455,0.941,0.845,0.869,0.672,1.786,1.541
CHEMBL184852,Oc1cc(C(F)(F)F)nc(NCc2ccc(Cl)cc2)n1,1.422194,0.711097,0.7706437,0.65155035,895.05396,31.749647,1134.4746,922.0162,42.087975,38.391056,0.796,0.758,0.96,0.823,1.554,1.783
CHEMBL4126854,Clc1ccc(SSc2ncccn2)cc1,1.4210861,0.71054304,0.68601024,0.7350759,723.65436,31.47554,1134.4746,644.05365,42.087975,32.207005,0.652,0.757,1.082,0.963,1.409,2.045
CHEMBL2270232,Cc1nc(NCc2cccc(Cl)c2)nc(C(F)F)n1,1.4209825,0.71049124,0.74726987,0.6737126,855.7685,31.69107,1134.4746,866.4872,42.087975,36.642548,0.763,0.758,0.973,0.858,1.521,1.831
CHEMBL4128877,Brc1ccc(SSc2ncccn2)cc1,1.4207804,0.7103902,0.68586195,0.7349184,721.98047,31.471653,1134.4746,640.16736,42.087975,32.207005,0.651,0.757,1.086,0.962,1.407,2.048
CHEMBL2270222,Cc1ccc(CNc2nc(C)nc(C(F)F)n2)cc1,1.4199542,0.7099771,0.76988,0.6500742,872.52136,32.444485,1134.4746,871.36804,42.087975,40.265404,0.778,0.773,0.986,0.804,1.551,1.79
CHEMBL598679,Cc1ccc(Nc2cc(C)nc(NCc3ccccc3)n2)cc1,1.4195201,0.70976007,0.7799086,0.6396116,964.0097,40.086708,1134.4746,1065.5898,42.087975,60.67225,0.852,0.932,0.902,0.671,1.784,1.573
CHEMBL2158427,NC(=O)c1cc(N2CCOCC2)nc(NCc2ccccc2)n1,1.4191359,0.70956796,0.80135995,0.617776,980.62885,31.38124,1134.4746,1069.8601,42.087975,40.09038,0.867,0.747,0.914,0.781,1.614,1.695
CHEMBL2269223,Cc1ccc(CNc2nc(C)nc(C(F)(F)F)n2)cc1,1.4190843,0.70954216,0.7732947,0.6457896,899.27563,32.314556,1134.4746,927.71564,42.087975,40.26541,0.8,0.769,0.959,0.801,1.569,1.759
CHEMBL4130302,CC(=O)Nc1cnc(SSc2ccccc2)s1,1.4185126,0.7092563,0.73946947,0.6790431,789.12146,30.754427,1134.4746,721.79224,42.087975,33.957283,0.708,0.738,1.063,0.895,1.446,1.958
CHEMBL2271291,Cc1nc(C(F)F)nc(N(C=O)Cc2ccc(Cl)cc2)n1,1.4182999,0.70914996,0.74569905,0.67260087,896.7661,31.660522,1134.4746,964.8759,42.087975,36.644333,0.796,0.757,0.921,0.858,1.554,1.779
CHEMBL2269433,Cc1nc(NCc2ccccc2)nc(C(F)(F)F)n1,1.4154809,0.7077404,0.7472095,0.6682713,863.72015,31.537514,1134.4746,885.17334,42.087975,36.642223,0.77,0.754,0.962,0.854,1.524,1.817
CHEMBL5179876,Cc1cc(Nc2nc(NCc3ccc(Cl)cc3)nc3ccccc23)n[nH]1,1.4142712,0.7071356,0.79434717,0.61992407,1048.2476,41.764423,1134.4746,1233.407,42.087975,67.04668,0.92,0.964,0.853,0.635,1.884,1.488
CHEMBL578294,COc1ccc(Nc2cc(C)nc(NCc3ccccc3)n2)cc1,1.4139895,0.7069948,0.75120854,0.662781,964.11084,38.165344,1134.4746,1113.0493,42.087975,53.66101,0.851,0.895,0.865,0.719,1.745,1.584
CHEMBL5173092,Cc1cc(Nc2nc(NCc3ccc(Br)cc3)nc3ccccc23)n[nH]1,1.4138627,0.70693135,0.7939082,0.6199546,1046.2334,41.765694,1134.4746,1229.5854,42.087975,67.04668,0.918,0.964,0.854,0.635,1.882,1.489
CHEMBL4172966,CC(=O)Nc1cnc(O[C@@H](C)c2ccccc2)c(Cl)c1,1.4125892,0.7062946,0.74949676,0.66309243,874.8763,34.23866,1134.4746,907.68646,42.087975,43.785507,0.779,0.812,0.952,0.783,1.591,1.735
CHEMBL2269216,Cc1nc(NCc2ccccc2Cl)nc(C(F)(F)F)n1,1.4105656,0.7052828,0.7422466,0.66831905,877.0041,31.538866,1134.4746,924.0831,42.087975,36.642223,0.78,0.754,0.938,0.854,1.535,1.793
CHEMBL1082978,c1ccc(CCNc2ccnc(N3CCCC3)n2)cc1,1.4099092,0.7049546,0.80795556,0.6019536,918.43976,31.973444,1134.4746,920.7105,42.087975,43.001595,0.817,0.759,0.986,0.744,1.576,1.73
CHEMBL611506,FC(F)(F)c1cc(Nc2ccccc2)nc(NCc2ccccc2)n1,1.4096437,0.7048218,0.7669542,0.64268947,1002.7599,37.920383,1134.4746,1175.7427,42.087975,54.835064,0.882,0.888,0.854,0.7,1.77,1.554
CHEMBL2271668,CCNc1nc(Cl)nc(N[C@@H](C)c2ccccc2)n1,1.4088781,0.70443904,0.7801934,0.6286847,872.536,31.982147,1134.4746,856.42004,42.087975,40.765694,0.779,0.761,1.003,0.783,1.54,1.786
CHEMBL5201147,Cc1cc(Nc2nc(NCc3ccc(C#N)cc3)nc3ccccc23)n[nH]1,1.4087293,0.70436466,0.82919025,0.579539,1097.502,40.001587,1134.4746,1286.6101,42.087975,66.93673,0.961,0.923,0.858,0.609,1.884,1.467
CHEMBL2270229,Cc1nc(NCc2ccccc2)nc(C(F)F)n1,1.4057758,0.7028879,0.73293793,0.6728379,830.3656,31.666342,1134.4746,828.81854,42.087975,36.642223,0.742,0.757,0.984,0.858,1.499,1.842
CHEMBL1345865,Cc1cc(N2CCC(C)CC2)nc(NCc2ccccc2)n1,1.4055784,0.7027892,0.7751466,0.6304317,935.2582,34.937496,1134.4746,1007.3401,42.087975,48.267895,0.829,0.824,0.923,0.728,1.653,1.651
CHEMBL458287,Cc1cc(Nc2nc(N[C@@H](C)c3ccc(F)cc3)ncc2Cl)n[nH]1,1.4054124,0.7027062,0.84016913,0.56524336,1028.7998,32.801006,1134.4746,1118.8403,42.087975,48.742912,0.907,0.773,0.919,0.678,1.681,1.596
CHEMBL2269224,Cc1nc(NCc2ccc([N+](=O)[O-])cc2)nc(C(F)(F)F)n1,1.4031624,0.7015812,0.77744335,0.625719,948.03253,28.2453,1134.4746,1032.9812,42.087975,31.29787,0.839,0.68,0.913,0.887,1.519,1.8
CHEMBL2271292,Cc1nc(N(C=O)Cc2ccc(Cl)cc2)nc(C(F)(F)F)n1,1.4016265,0.70081323,0.7314705,0.67015594,912.01184,31.656769,1134.4746,1024.3569,42.087975,36.80671,0.808,0.757,0.886,0.854,1.565,1.74
CHEMBL609851,Cc1cc(NC2CCCCC2)nc(NCc2ccc3c(ccn3C)c2)n1,1.4006213,0.70031065,0.8038424,0.59677887,1044.9242,35.989964,1134.4746,1210.3613,42.087975,54.209023,0.918,0.843,0.866,0.671,1.761,1.537
CHEMBL5175676,O=C(Cc1ccc(Cl)c(Cl)c1)N1CC[C@@H]2C[C@@H](N3CCCC3)[C@H]1C2,1.4001764,0.7000882,0.86839026,0.53178614,1032.7217,32.95498,1134.4746,1087.4839,42.087975,52.837364,0.912,0.773,0.948,0.63,1.685,1.578
CHEMBL2269222,Cc1cccc(CNc2nc(C)nc(C(F)(F)F)n2)c1,1.400058,0.700029,0.75684255,0.64321554,888.6743,32.236034,1134.4746,928.38617,42.087975,40.26506,0.791,0.768,0.947,0.799,1.558,1.746
CHEMBL602219,Cc1cc(C(=O)Nc2cnn(Cc3ccc(Cl)cc3Cl)c2)no1,1.3993518,0.6996759,0.73166037,0.6676915,931.1775,32.864037,1134.4746,1069.3938,42.087975,39.996456,0.823,0.783,0.868,0.82,1.606,1.688
CHEMBL1079043,O=C(c1nccs1)c1nc(NCc2cccnc2)nc2ccsc12,1.3992188,0.6996094,0.7982413,0.6009774,1001.91583,30.556372,1134.4746,1122.5952,42.087975,39.312862,0.884,0.728,0.892,0.775,1.612,1.667
CHEMBL137794,Clc1ccc(CCN2CCC[C@@H](N3CCCC3)C2)cc1Cl,1.3977277,0.69886386,0.86606616,0.53166157,954.20953,30.553444,1134.4746,921.5092,42.087975,45.933315,0.849,0.723,1.024,0.668,1.572,1.692
CHEMBL2141881,CCCCNc1nc(NCc2ccccc2)nc2ccccc12,1.3972068,0.6986034,0.77186114,0.62534565,954.20483,39.911976,1134.4746,1055.9692,42.087975,61.64787,0.844,0.927,0.9,0.658,1.771,1.558
CHEMBL29955,Cc1ccc(Cn2cnc3c(Nc4ccccc4)nc(Cl)nc32)cc1,1.3937922,0.6968961,0.83432,0.5594722,1055.0692,36.937874,1134.4746,1185.1804,42.087975,60.872616,0.928,0.858,0.892,0.616,1.786,1.508
CHEMBL36177,CSc1c(Cl)nc(NCc2ccc(Cl)cc2)nc1N1CCN(C)CC1,1.3937849,0.69689244,0.77314323,0.62064165,979.3343,31.497498,1134.4746,1111.5515,42.087975,40.159412,0.864,0.75,0.88,0.782,1.614,1.663
CHEMBL3672831,Cn1c(OCCc2ccccc2)nc(-c2ccncn2)cc1=O,1.3934916,0.6967458,0.783097,0.6103946,974.2278,33.43488,1134.4746,1083.8235,42.087975,46.122753,0.861,0.791,0.897,0.728,1.651,1.625
CHEMBL2269434,CCc1nc(NCc2ccccc2)nc(C(F)(F)F)n1,1.3934636,0.6967318,0.72592545,0.6675382,866.86505,32.80069,1134.4746,926.5419,42.087975,39.849514,0.771,0.781,0.925,0.821,1.553,1.746
CHEMBL568100,c1ccc(CNc2nccc(-n3cnc4ccccc43)n2)cc1,1.3927903,0.69639516,0.7795852,0.6132052,983.8749,36.994644,1134.4746,1111.4495,42.087975,55.23662,0.868,0.865,0.884,0.678,1.734,1.562
CHEMBL4636913,O=C(NCc1ccc(Cl)cc1Cl)[C@@H]1CC(=O)N(c2cccs2)C1,1.3918233,0.69591165,0.8020314,0.5897919,963.53613,32.7734,1134.4746,1030.4313,42.087975,46.25316,0.853,0.775,0.93,0.712,1.628,1.642
CHEMBL2269436,Cc1nc(NCc2ccccc2)nc(C(Cl)(Cl)Cl)n1,1.391615,0.6958075,0.7458551,0.64575994,842.79724,31.664478,1134.4746,838.2972,42.087975,38.610947,0.753,0.755,0.988,0.816,1.508,1.804
CHEMBL569012,Nc1nn2cccnc2c1-c1cc(NCc2ccc(Cl)cc2)ncn1,1.3908877,0.69544387,0.794017,0.5968708,1030.2814,33.896942,1134.4746,1193.3625,42.087975,48.60006,0.906,0.799,0.865,0.702,1.705,1.568
CHEMBL1077985,Cc1ccc(C(=O)c2nc(NCc3ccccc3)nc3ccsc23)s1,1.3894973,0.69474864,0.79126376,0.5982336,1011.7422,39.247852,1134.4746,1155.9084,42.087975,62.76611,0.891,0.91,0.876,0.636,1.801,1.512
CHEMBL436056,Fc1ccccc1Cn1nc(-c2ncccn2)c2cccnc21,1.3894744,0.6947372,0.783363,0.60611135,991.4849,33.359077,1134.4746,1122.6877,42.087975,46.308975,0.874,0.789,0.883,0.724,1.663,1.606
CHEMBL1085780,c1ccc(CNc2ccnc(N3CCCC3)n2)cc1,1.3881149,0.69405746,0.8029598,0.5851552,898.14935,30.067963,1134.4746,882.223,42.087975,39.364582,0.801,0.717,1.004,0.761,1.517,1.765
CHEMBL2271286,CCCc1nc(C)nc(NCc2ccc(Cl)cc2)n1,1.3877611,0.69388056,0.8044245,0.5833366,883.6361,32.112133,1134.4746,847.63135,42.087975,45.073215,0.789,0.76,1.025,0.715,1.549,1.74
CHEMBL4061536,Brc1ccc(Cn2cnc3c(N4CCOCC4)ncnc32)cc1,1.387016,0.693508,0.81914645,0.5678696,1000.75336,29.21014,1134.4746,1087.9814,42.087975,38.56028,0.884,0.697,0.918,0.754,1.581,1.672
CHEMBL4130268,Cc1ccc(SSc2ncccn2)cc1,1.3866509,0.69332546,0.68363625,0.7030147,724.8941,32.16488,1134.4746,650.77,42.087975,35.829685,0.653,0.77,1.074,0.89,1.423,1.964
CHEMBL2269221,Cc1nc(NCc2ccccc2C)nc(C(F)(F)F)n1,1.3859413,0.69297063,0.73827237,0.64766884,876.7668,32.375145,1134.4746,929.88464,42.087975,40.27436,0.78,0.771,0.933,0.802,1.551,1.735
CHEMBL5192947,Cc1ccc(CNc2nc(Nc3cc(C)[nH]n3)c3ccccc3n2)cc1,1.3858421,0.69292104,0.79076296,0.5950792,1048.4674,42.066795,1134.4746,1239.8862,42.087975,70.66991,0.92,0.967,0.849,0.608,1.887,1.457
CHEMBL4241160,COc1cc(Nc2cc(C)nc(NCc3ccccc3)n2)ccc1F,1.3854623,0.69273114,0.70700836,0.67845386,951.996,37.99632,1134.4746,1164.0344,42.087975,51.91262,0.838,0.892,0.819,0.739,1.73,1.558
CHEMBL595919,Cc1cc(NC(C)C)nc(NCc2ccc3c(c2)OCO3)n1,1.3849273,0.69246364,0.82923657,0.55569077,980.39935,28.289408,1134.4746,1028.2163,42.087975,37.109978,0.868,0.676,0.949,0.757,1.544,1.706
CHEMBL481982,Nc1cccc(Nc2ncnc3c2ncn3Cc2ccc(Cl)cc2)c1,1.3848135,0.6924068,0.8047223,0.5800912,1035.351,35.27432,1134.4746,1187.4705,42.087975,53.99457,0.91,0.826,0.874,0.661,1.737,1.534
CHEMBL2270223,Cc1nc(NCc2ccc([N+](=O)[O-])cc2)nc(C(F)F)n1,1.384794,0.692397,0.75657314,0.62822086,909.7515,28.314678,1134.4746,977.7403,42.087975,31.297916,0.807,0.681,0.923,0.889,1.489,1.812
CHEMBL3682050,C[C@H](Nc1nc(Cl)cc(N2C(=O)OCC2(C)C)n1)c1ccccc1,1.3840792,0.6920396,0.7584401,0.6256392,970.9132,33.429585,1134.4746,1116.5835,42.087975,44.774296,0.857,0.792,0.869,0.749,1.648,1.618
CHEMBL4554206,O=C(Nc1nn(Cc2ccc(C(F)(F)F)cc2)c2ccccc12)c1ccco1,1.3835661,0.6917831,0.7694823,0.61408377,1082.4108,38.253162,1134.4746,1354.6101,42.087975,58.458263,0.945,0.892,0.806,0.664,1.836,1.469
CHEMBL1456703,Cc1ccc(Cn2ccc(NC(=O)c3cc(C)on3)n2)cc1,1.3830047,0.69150233,0.73725957,0.64574504,922.71796,34.432465,1134.4746,1039.7944,42.087975,45.666565,0.817,0.815,0.883,0.757,1.631,1.64
CHEMBL4740475,Nc1nc(-c2ccccn2)nn1C(=O)Cc1ccccc1,1.3826454,0.6913227,0.79829246,0.5843529,949.27655,34.342163,1134.4746,1003.93585,42.087975,51.02375,0.842,0.807,0.939,0.679,1.649,1.618
CHEMBL1505788,COc1cnc(-c2ccccn2)nc1Sc1ccc(Cl)cc1,1.3820914,0.6910457,0.8139344,0.568157,960.91376,31.692856,1134.4746,1007.0181,42.087975,45.38674,0.852,0.75,0.948,0.701,1.602,1.649
CHEMBL29437,Clc1nc(Nc2ccccc2)c2ncn(Cc3ccccc3)c2n1,1.3810987,0.6905494,0.80711323,0.5739856,1017.008,36.225594,1134.4746,1142.5896,42.087975,57.249996,0.896,0.845,0.89,0.641,1.742,1.532
CHEMBL264138,c1ccc(COc2nc3ccccc3n3nc(-c4ccco4)nc23)cc1,1.3807328,0.6903664,0.7865405,0.5941923,1064.3417,37.81357,1134.4746,1283.0608,42.087975,59.364197,0.932,0.88,0.834,0.646,1.812,1.481
CHEMBL1471716,COc1cnc(-c2ccccn2)nc1Sc1ccc(C)cc1,1.3804386,0.6902193,0.8137582,0.5666804,963.7629,32.94197,1134.4746,1013.62396,42.087975,48.98548,0.854,0.776,0.945,0.677,1.63,1.622
CHEMBL4128963,CC(=O)Nc1cnc(SSc2ccc(F)cc2)s1,1.380045,0.6900225,0.77827525,0.6017698,833.2258,27.301266,1134.4746,769.3568,42.087975,30.581581,0.746,0.658,1.058,0.876,1.404,1.934
CHEMBL4583656,COc1nc(OC)nc(Sc2ccc(C#N)cc2Br)n1,1.3796327,0.68981636,0.7622314,0.61740124,876.4014,30.448614,1134.4746,891.71075,42.087975,37.678024,0.781,0.727,0.97,0.803,1.508,1.773
CHEMBL230455,CN(Cc1ccccc1)c1nc(Nc2ccccc2)n2ncc(C#N)c2n1,1.3794674,0.6897337,0.7642053,0.6152621,1052.0509,37.85561,1134.4746,1294.2363,42.087975,57.29525,0.921,0.883,0.818,0.67,1.804,1.488
CHEMBL4159555,c1ccc(Cn2cnc3c(N4CCNCC4)ccnc32)cc1,1.3780324,0.6890162,0.78310615,0.5949263,960.18756,30.735464,1134.4746,1051.8398,42.087975,40.310135,0.849,0.732,0.909,0.761,1.581,1.67
CHEMBL2269219,Cc1nc(NCc2ccc(F)cc2)nc(C(F)(F)F)n1,1.3779314,0.6889657,0.7774858,0.6004456,904.2154,28.271067,1134.4746,932.74005,42.087975,33.266563,0.804,0.679,0.959,0.839,1.483,1.798
CHEMBL5187391,Cc1cc(Nc2nc(NCc3ccc(F)cc3)nc3ccccc23)n[nH]1,1.3769069,0.68845344,0.79293555,0.5839713,1052.2614,38.99074,1134.4746,1244.832,42.087975,63.671013,0.923,0.903,0.849,0.623,1.826,1.472
CHEMBL191045,NS(=O)(=O)c1ccc(CNc2nc(Cl)nc(NCC(=O)O)n2)cc1,1.3768654,0.6884327,0.83226514,0.5446002,1000.7418,32.789177,1134.4746,1068.6987,42.087975,50.908997,0.885,0.771,0.934,0.65,1.656,1.583
CHEMBL2271658,C[C@H](Nc1nc(Cl)nc(NC(C)(C)C)n1)c1ccccc1,1.376651,0.6883255,0.7783265,0.5983246,910.42255,32.683414,1134.4746,945.66595,42.087975,45.220333,0.809,0.774,0.953,0.725,1.583,1.678
CHEMBL2269213,Cc1nc(N[C@@H](C)c2ccccc2)nc(C(F)(F)F)n1,1.3754802,0.6877401,0.7277055,0.6477747,870.00586,31.797499,1134.4746,931.07794,42.087975,38.79681,0.774,0.758,0.924,0.816,1.532,1.74
