name,smiles,tanimoto_combo_legacy,tanimoto_combination,tanimoto_shape,tanimoto_color,overlap_volume,overlap_color,self_overlap_volume_query,self_overlap_volume_fit,self_overlap_color_query,self_overlap_color_fit,RefTversky_volume,RefTversky_color,FitTversky_volume,FitTversky_color,RefTverskyCombo,FitTverskyCombo
CHEMBL5176640,Cc1cc(Nc2nc(NCc3ccc(F)cc3F)nc3cc(Br)ccc23)n[nH]1,1.2997849,0.64989245,0.7742381,0.52554685,1074.268,35.309162,1134.4746,1327.3096,42.087975,60.406742,0.939,0.821,0.815,0.594,1.76,1.409
CHEMBL151071,Nc1ncnc2c1nc(Br)n2Cc1ccccc1,1.2996695,0.64983475,0.68895656,0.61071295,809.39325,30.57804,1134.4746,849.729,42.087975,38.55948,0.723,0.73,0.937,0.789,1.452,1.726
CHEMBL247886,CN(C)CCc1cn(Cc2ccc(C(F)(F)F)cc2)c2ccccc12,1.2996322,0.6498161,0.8117148,0.4879174,1026.9664,32.18123,1134.4746,1157.6731,42.087975,56.04956,0.904,0.752,0.888,0.581,1.656,1.469
CHEMBL2171737,CNc1nc(Nc2ccccc2C)ncc1Cl,1.2995169,0.64975846,0.64969873,0.6498182,751.6033,30.040045,1134.4746,773.9775,42.087975,34.180458,0.673,0.721,0.949,0.869,1.394,1.818
CHEMBL48774,Cc1cc(Cn2cnc3c(N(C)C)nc(C(F)(F)F)nc32)ccc1Cl,1.2995144,0.6497572,0.7448853,0.5546291,989.84,29.362032,1134.4746,1184.2144,42.087975,40.213997,0.871,0.699,0.838,0.728,1.57,1.566
CHEMBL51315,CNc1nc(C)nc2c1ncn2Cc1ccccc1F,1.2994914,0.6497457,0.7210156,0.5784759,874.95575,29.00942,1134.4746,953.98584,42.087975,37.06946,0.777,0.693,0.909,0.777,1.471,1.686
CHEMBL424827,Nc1nc(-c2ccco2)c2ncn(Cc3ccc(C(F)(F)F)cc3)c2n1,1.2993813,0.6496906,0.7528253,0.5465559,1032.307,31.10008,1134.4746,1269.0762,42.087975,45.914032,0.905,0.736,0.818,0.68,1.64,1.498
CHEMBL2089267,Fc1ccc(CNc2cccc3[nH]c(C(F)(F)F)nc23)cc1,1.2993431,0.64967155,0.79431343,0.5050297,965.9498,28.994213,1134.4746,1047.5566,42.087975,44.317146,0.855,0.687,0.918,0.656,1.542,1.574
CHEMBL4863654,c1ccc(CNc2nc(Nc3nccs3)nc3ccccc23)cc1,1.2992918,0.6496459,0.7408394,0.55845237,964.517,36.26393,1134.4746,1131.967,42.087975,59.11244,0.85,0.845,0.852,0.622,1.695,1.474
CHEMBL4212801,Cn1ncc2c(NCc3cccc(Cl)c3)nc(Cl)nc21,1.2992485,0.6496242,0.7425424,0.55670613,879.9234,28.827658,1134.4746,930.4632,42.087975,38.522224,0.783,0.688,0.935,0.745,1.471,1.68
CHEMBL3808555,Cc1ccc(S(=O)(=O)n2ccc(NC(=O)c3ccccn3)c2)cc1C,1.2992301,0.64961505,0.74205524,0.5571749,973.1341,35.253624,1134.4746,1150.0632,42.087975,56.437744,0.857,0.824,0.847,0.633,1.681,1.479
CHEMBL1379291,Cc1ccc(CNc2ncnc(N)c2[N+](=O)[O-])cc1,1.2992085,0.64960426,0.6932809,0.60592765,828.6717,30.141825,1134.4746,889.487,42.087975,37.79877,0.738,0.72,0.919,0.793,1.458,1.712
CHEMBL462488,Nc1nc(-c2ccco2)c2nnn(Cc3cccc(Cl)c3)c2n1,1.2992042,0.6496021,0.76588,0.53332424,974.22125,31.17709,1134.4746,1111.7751,42.087975,47.547153,0.86,0.736,0.875,0.659,1.596,1.535
CHEMBL1462968,Cc1cccc(Cn2cc(/C=C/[N+](=O)[O-])c3ccccc32)c1,1.2991228,0.6495614,0.79796755,0.5011552,960.7711,32.703995,1134.4746,1030.3193,42.087975,55.87324,0.851,0.765,0.928,0.593,1.615,1.52
CHEMBL464179,Clc1ccccc1CNc1ncc(Br)c(Nc2cc(C3CC3)[nH]n2)n1,1.2989962,0.6494981,0.722142,0.5768543,959.7796,36.55565,1134.4746,1154.3782,42.087975,57.83836,0.845,0.853,0.832,0.641,1.698,1.473
CHEMBL3342372,Cc1nc(NCc2ccc(Cl)cc2)cc(-c2ccccn2)n1,1.2989583,0.64947915,0.7337766,0.5651817,912.54236,33.004833,1134.4746,1021.69183,42.087975,49.313717,0.808,0.778,0.888,0.674,1.586,1.562
CHEMBL3121283,CCOC(=O)c1[nH]c2c(c1C)C(=O)C[C@@H](c1ccccc1)C2,1.2989166,0.6494583,0.78764886,0.5112677,952.9562,33.181404,1134.4746,1028.3558,42.087975,55.993683,0.844,0.776,0.922,0.6,1.62,1.522
CHEMBL5184749,Cc1cc(Nc2nc(NCc3ccc(F)cc3F)nc3cc(Cl)ccc23)n[nH]1,1.2989144,0.6494572,0.77338874,0.5255257,1075.309,35.308228,1134.4746,1331.2205,42.087975,60.406742,0.94,0.821,0.814,0.594,1.761,1.407
CHEMBL3603871,O=C(N1CCCCC1)n1cnc(S(=O)(=O)[C@@H]2C[C@H]3CC[C@@H]2C3)n1,1.2988974,0.6494487,0.78605324,0.51284415,969.27716,30.83392,1134.4746,1067.896,42.087975,48.869316,0.857,0.727,0.905,0.635,1.584,1.54
CHEMBL3338040,Cc1ccc(Oc2nc(Cl)nc(Nc3ccc(C#N)cc3)n2)c(Br)c1,1.2988739,0.64943695,0.7611646,0.5377093,988.01245,33.640728,1134.4746,1151.5652,42.087975,54.11579,0.87,0.788,0.859,0.629,1.658,1.487
CHEMBL4089283,Cn1c(N2CCN[C@@H](c3ccc(C#N)cc3)C2)nc(-c2ccncn2)cc1=O,1.2988429,0.64942145,0.7315023,0.56734055,1042.1544,31.22319,1134.4746,1332.3567,42.087975,44.16952,0.911,0.74,0.788,0.709,1.651,1.497
CHEMBL3228666,Nc1ncn(Cc2ccc(Cl)c(Cl)c2)c2ncnc1-2,1.298768,0.649384,0.73360056,0.56516755,856.75635,27.562975,1134.4746,890.1603,42.087975,34.244556,0.763,0.661,0.949,0.796,1.424,1.745
CHEMBL593103,CN1CCN(c2cc(NCc3ccc(F)cc3)nc(N)n2)CC1,1.2986304,0.6493152,0.8573233,0.4413071,1014.1184,24.12589,1134.4746,1062.533,42.087975,36.70708,0.897,0.577,0.951,0.652,1.474,1.604
CHEMBL2271657,C[C@@H](Nc1nc(Cl)nc(NC(C)(C)C)n1)c1ccccc1,1.2985482,0.6492741,0.742715,0.55583316,886.18536,31.191782,1134.4746,944.88074,42.087975,45.220966,0.788,0.738,0.929,0.692,1.526,1.621
CHEMBL1236107,Cn1cc(-c2ccc3nnc(Sc4ccc5ncccc5c4)n3n2)cn1,1.2985374,0.6492687,0.80145484,0.49708253,1067.661,31.7935,1134.4746,1265.3401,42.087975,53.66573,0.936,0.745,0.848,0.599,1.681,1.447
CHEMBL594731,Cc1ccccc1CNc1cc(N2CCN(C)CC2)nc(N)n1,1.2983434,0.6491717,0.80867183,0.48967165,981.0512,28.201437,1134.4746,1059.7402,42.087975,43.70601,0.868,0.669,0.922,0.646,1.536,1.569
CHEMBL4456999,Cn1c(=O)[nH]c2ccc(OCc3ccc(Cl)c(Cl)c3)cc21,1.298279,0.6491395,0.744682,0.553597,899.86755,31.494595,1134.4746,973.78455,42.087975,46.297455,0.799,0.745,0.917,0.683,1.543,1.6
CHEMBL5171233,Cc1cc(Nc2nc(NCc3ccccc3Cl)nc3[nH]ncc23)n[nH]1,1.2982187,0.64910936,0.7909091,0.5073097,1029.2926,35.1285,1134.4746,1196.2224,42.087975,62.285217,0.905,0.815,0.863,0.573,1.72,1.436
CHEMBL3338041,Cc1ccc(Oc2nc(Cl)nc(Nc3ccc(C#N)cc3)n2)c(Cl)c1,1.298137,0.6490685,0.76029015,0.5378468,989.1557,33.64632,1134.4746,1155.7051,42.087975,54.115795,0.871,0.788,0.857,0.629,1.659,1.485
CHEMBL7415,CCOC(=O)C1=C(O)C(=O)N(Cc2ccc(Cl)c(Cl)c2)C1,1.2979648,0.6489824,0.7382107,0.5597542,883.4261,29.592752,1134.4746,945.66406,42.087975,40.37219,0.785,0.705,0.925,0.731,1.49,1.656
CHEMBL609603,Nc1nc(C(=O)NCc2ccccc2Cl)nc(-c2ccco2)n1,1.2979085,0.6489543,0.7372025,0.5607061,941.0151,31.667896,1134.4746,1083.008,42.087975,46.05853,0.831,0.749,0.867,0.691,1.58,1.557
CHEMBL3780052,COc1ccc(Cc2nnc(Nc3cccc(OC)c3)c3ccccc23)cc1,1.2979074,0.6489537,0.7729569,0.5249504,1068.4387,39.823223,1134.4746,1316.2388,42.087975,73.59618,0.934,0.912,0.817,0.553,1.846,1.37
CHEMBL3091539,Cn1c(N2CCO[C@@H](c3ccccc3F)C2)nc(-c2ccncn2)cc1=O,1.2977574,0.6488787,0.7412579,0.5564994,1034.1761,28.900671,1134.4746,1294.8652,42.087975,38.745674,0.905,0.689,0.804,0.743,1.595,1.546
CHEMBL4214033,CC(=O)N1c2ccccc2N(Cc2ccccc2)C[C@@H]1C,1.297693,0.6488465,0.7437306,0.55396247,900.1452,31.003555,1134.4746,975.98157,42.087975,44.882473,0.799,0.734,0.915,0.693,1.533,1.608
CHEMBL3668193,Oc1ccc(Cc2nnc3ccc(-c4ccc[nH]4)nn23)cc1,1.2976711,0.64883554,0.78816456,0.5095066,971.59155,32.075027,1134.4746,1069.8438,42.087975,52.94017,0.859,0.752,0.905,0.612,1.611,1.518
CHEMBL1668566,COCc1cc(C)nc2c(S(=O)(=O)c3ccccc3)c(SC)nn12,1.2976415,0.64882076,0.7381274,0.5595141,940.559,31.841871,1134.4746,1080.3347,42.087975,46.66376,0.831,0.752,0.868,0.686,1.584,1.554
CHEMBL4876108,NC(=O)[C@@H]1CN(Cc2cccc(Br)c2)c2ccccc2O1,1.2976335,0.64881676,0.67877096,0.61886257,849.91766,33.30042,1134.4746,967.5852,42.087975,45.021515,0.755,0.788,0.871,0.742,1.543,1.613
CHEMBL1384167,Cc1ccccc1Oc1cc(-n2ncc(Cl)c(Cl)c2=O)ncn1,1.297487,0.6487435,0.7403254,0.5571616,942.4814,30.841995,1134.4746,1081.0706,42.087975,44.10958,0.833,0.731,0.87,0.701,1.564,1.57
CHEMBL1498996,Cc1cc(C)nc(NC(=O)CSc2nc3ccccc3s2)n1,1.2974572,0.6487286,0.6815864,0.6158709,865.00696,31.849995,1134.4746,999.64056,42.087975,41.47739,0.767,0.757,0.86,0.767,1.524,1.627
CHEMBL385536,Cc1nc(N(C)Cc2ccccc2)nc(-n2ccnc2C)c1[N+](=O)[O-],1.2974298,0.6487149,0.6886591,0.6087708,948.19037,31.094479,1134.4746,1190.5806,42.087975,40.083984,0.834,0.741,0.798,0.774,1.574,1.572
CHEMBL3752514,Nc1nc(NCc2ccccc2)nc2nc(-c3ccco3)nn12,1.2972813,0.64864063,0.74491227,0.552369,964.76886,32.212128,1134.4746,1125.4385,42.087975,48.440475,0.851,0.76,0.857,0.669,1.61,1.526
CHEMBL4761666,Cc1cc(N[C@@H]2CCc3cc(Cl)ccc3C2)n2nc(C(C)(F)F)nc2n1,1.2972744,0.6486372,0.80814016,0.48913425,1057.3167,31.48975,1134.4746,1231.1753,42.087975,53.78031,0.928,0.738,0.862,0.592,1.666,1.454
CHEMBL1545679,FC(F)(F)c1cc(Oc2ccccc2Cl)nc(-c2ccccn2)n1,1.2972319,0.64861596,0.7466453,0.5505866,972.90137,29.933764,1134.4746,1141.457,42.087975,42.21283,0.857,0.711,0.853,0.709,1.568,1.562
CHEMBL3287220,COc1ccc(Nc2nc(C)nc3c(Cc4ccccc4)c[nH]c23)cc1,1.2971375,0.64856875,0.75050163,0.5466359,1015.1689,36.466404,1134.4746,1233.3481,42.087975,61.089012,0.891,0.847,0.826,0.606,1.738,1.433
CHEMBL16654,O=C(NCc1ccc(C(F)(F)F)cc1)OCCCc1c[nH]cn1,1.2970729,0.64853644,0.7477927,0.5492801,936.5222,31.095896,1134.4746,1054.4297,42.087975,45.62001,0.828,0.736,0.885,0.684,1.564,1.569
CHEMBL599304,NNc1nc(NCc2ccccc2)nc(N2CCOCC2)n1,1.2970378,0.6485189,0.7568787,0.5401591,929.34216,29.518753,1134.4746,1022.7291,42.087975,42.07903,0.823,0.701,0.904,0.701,1.525,1.605
CHEMBL3954805,Cc1nnc2c(NC3CCOCC3)cc(N(C)Cc3ccccc3)nn12,1.2969854,0.6484927,0.76502967,0.5319558,1023.38965,31.268448,1134.4746,1226.6274,42.087975,47.96064,0.898,0.738,0.837,0.656,1.636,1.493
CHEMBL3918955,Clc1ccc(Sc2nc(C(Cl)(Cl)Cl)nc3ccsc23)cc1,1.2969246,0.6484623,0.71757376,0.5793509,852.99915,30.982122,1134.4746,907.25134,42.087975,42.371452,0.759,0.736,0.929,0.731,1.495,1.66
CHEMBL576912,Cn1c2c(c(=O)n1Cc1ccccc1)CCNCC2,1.2968743,0.64843714,0.7151756,0.5816986,839.11945,29.96476,1134.4746,877.9503,42.087975,39.38931,0.748,0.714,0.942,0.758,1.462,1.7
CHEMBL497119,Oc1ccc(Cc2nnc3ccc(-c4ccco4)nn23)cc1,1.296818,0.648409,0.7940567,0.50276124,977.2661,31.130272,1134.4746,1073.5173,42.087975,50.960903,0.864,0.732,0.908,0.616,1.596,1.524
CHEMBL183945,CCOc1nc(NCc2ccc(S(N)(=O)=O)cc2)nc(OCC)n1,1.2967896,0.6483948,0.7534216,0.543368,947.749,32.28627,1134.4746,1071.2009,42.087975,49.617085,0.838,0.76,0.882,0.656,1.598,1.538
CHEMBL3952184,Brc1cnc(Nc2ccccc2)nc1Nc1ccccc1,1.2967176,0.6483588,0.7034045,0.5933131,870.2237,34.072384,1134.4746,972.9087,42.087975,49.411736,0.773,0.803,0.887,0.695,1.575,1.582
CHEMBL583431,O=C(NCc1ccc(Cl)cc1)C(=O)NCc1ccccn1,1.2966385,0.64831924,0.7467264,0.5499121,889.46344,30.925016,1134.4746,946.1392,42.087975,45.073334,0.791,0.732,0.931,0.688,1.523,1.619
CHEMBL2398440,FC(F)(F)c1cc(Nc2cc(Cl)cc(Cl)c2)nc(-c2ccccn2)n1,1.296637,0.6483185,0.7382792,0.5583578,979.79694,30.103075,1134.4746,1172.4583,42.087975,41.928696,0.862,0.715,0.837,0.718,1.578,1.555
CHEMBL2392362,COc1cccc(-c2ccnc(NCc3ccc(Cl)c(Cl)c3)n2)c1,1.2965912,0.6482956,0.80237806,0.4942131,994.66736,32.138474,1134.4746,1099.842,42.087975,55.080086,0.878,0.752,0.903,0.59,1.63,1.493
CHEMBL2158438,O=c1cc(N2CCOCC2)nc(NCc2cccc(Cl)c2)[nH]1,1.2965486,0.6482743,0.73320764,0.563341,908.14355,29.812372,1134.4746,1012.25867,42.087975,40.64504,0.805,0.71,0.892,0.732,1.514,1.624
CHEMBL1381197,Clc1ccc(CNc2ccc3nnc(-c4ccccc4)n3n2)cc1,1.2964711,0.64823556,0.83072454,0.4657466,1033.3142,34.846825,1134.4746,1142.7107,42.087975,67.578125,0.911,0.804,0.905,0.526,1.714,1.43
CHEMBL1336318,O=C(c1ccco1)c1cn(Cc2ccc(Cl)cc2)c2ccccc12,1.2964697,0.64823484,0.7904556,0.50601405,1006.37146,33.620564,1134.4746,1145.0505,42.087975,57.97454,0.887,0.784,0.879,0.588,1.671,1.467
CHEMBL1098956,OCc1ccc(-c2nn(Cc3ccccc3)c3ccsc23)o1,1.2963619,0.64818096,0.7607633,0.5355987,938.34534,32.021084,1134.4746,1037.2969,42.087975,49.718693,0.831,0.754,0.9,0.649,1.585,1.549
CHEMBL1079118,O=C(c1cccs1)c1nc(NCc2cccnc2)nc2ccsc12,1.2962826,0.6481413,0.79626524,0.5000174,998.63776,30.107876,1134.4746,1118.3152,42.087975,48.233562,0.881,0.71,0.892,0.628,1.591,1.521
CHEMBL136588,COc1cc2nc(N(C)Cc3ccccc3)nc(N)c2cc1OC,1.2962818,0.6481409,0.7362783,0.56000346,957.98694,31.64071,1134.4746,1124.633,42.087975,46.05366,0.845,0.748,0.851,0.69,1.593,1.541
CHEMBL4747214,Cc1cc(N[C@@H]2CCc3cc(Br)ccc3C2)n2nc(C(C)(F)F)nc2n1,1.2962258,0.6481129,0.80721277,0.48901302,1054.8984,31.484507,1134.4746,1227.2644,42.087975,53.78031,0.926,0.738,0.863,0.592,1.664,1.455
CHEMBL51721,CN(C)c1nc(C(F)(F)F)nc2c1ncn2Cc1ccc(C(F)(F)F)cc1,1.2961361,0.6480681,0.7231712,0.5729649,1020.68475,28.659496,1134.4746,1297.6116,42.087975,36.591156,0.893,0.685,0.792,0.777,1.579,1.569
CHEMBL395465,Cc1ccc(Cn2cc(CCN(C)C)c3ccccc32)cc1,1.2960625,0.64803123,0.8136805,0.482382,960.4118,33.113476,1134.4746,1006.2675,42.087975,59.671257,0.851,0.771,0.948,0.563,1.622,1.512
CHEMBL4751321,Cc1cc(N[C@@H]2CCc3ccccc3C2)n2nc(C(C)(F)F)nc2n1,1.296059,0.6480295,0.8087538,0.48730522,1041.4427,31.410593,1134.4746,1194.6812,42.087975,53.780357,0.916,0.736,0.874,0.59,1.652,1.464
CHEMBL3808424,Cc1ccc(S(=O)(=O)n2ccc(NC(=O)c3ccccn3)c2)cc1,1.2959914,0.6479957,0.73465997,0.5613315,948.7096,34.095306,1134.4746,1105.5938,42.087975,52.747383,0.837,0.8,0.857,0.653,1.637,1.51
CHEMBL2392764,Cc1nc(-c2ccccn2)nc(NCCc2ccccc2)c1F,1.2957759,0.64788795,0.7598285,0.53594744,955.3343,33.16148,1134.4746,1078.1621,42.087975,52.94801,0.844,0.778,0.884,0.633,1.622,1.517
CHEMBL4440859,O=c1c2cnn([C@H]3CCS(=O)(=O)C3)c2ncn1Cc1ccc(Cl)c(Cl)c1,1.295756,0.647878,0.76828706,0.5274689,1014.1948,31.076296,1134.4746,1199.793,42.087975,47.904194,0.891,0.733,0.848,0.653,1.625,1.5
CHEMBL1393867,Cc1cc(Oc2ccc(Cl)cc2)nc(-c2ccccn2)n1,1.295727,0.6478635,0.7870526,0.5086745,934.2241,29.14068,1134.4746,986.7401,42.087975,44.340183,0.829,0.691,0.94,0.659,1.519,1.599
CHEMBL593359,CCCCCCCNc1nc(C)cc(NC2CCCCC2)n1,1.2955319,0.64776593,0.8150353,0.48049662,936.4095,29.322512,1134.4746,950.8538,42.087975,48.259964,0.832,0.692,0.975,0.612,1.524,1.587
CHEMBL1258658,N#Cc1cccc(C(=O)N2CCc3nc(-c4ccccn4)oc3C2)c1,1.2955103,0.64775515,0.7572115,0.5382987,1006.51794,31.173496,1134.4746,1201.2861,42.087975,46.996666,0.885,0.736,0.84,0.667,1.621,1.507
CHEMBL1556319,S=C(c1ccc(OCc2ccccc2)cc1)N1CCCC1,1.2955084,0.6477542,0.7620773,0.5334312,905.361,32.747284,1134.4746,958.90375,42.087975,52.0492,0.804,0.769,0.936,0.635,1.573,1.571
CHEMBL306857,Cc1ccc(Cn2cnc3c(N(C)C)nc(F)nc32)cc1,1.2953458,0.6476729,0.7612573,0.53408855,921.5891,29.54287,1134.4746,997.729,42.087975,42.76945,0.817,0.701,0.917,0.691,1.519,1.609
CHEMBL1775146,OCc1cn(Cc2ccc(Cl)cc2Cl)c2ccccc12,1.2952982,0.6476491,0.72220653,0.5730917,859.16254,34.492893,1134.4746,914.3235,42.087975,52.59231,0.765,0.809,0.928,0.662,1.574,1.591
CHEMBL125949,Nc1cc2ncnc(NCc3ccc(Br)cc3)c2cn1,1.2951663,0.6475831,0.7629264,0.5322398,894.2414,29.382679,1134.4746,931.887,42.087975,42.50042,0.795,0.698,0.949,0.692,1.493,1.641
CHEMBL1668587,CNc1nn2c(COC)cc(C)nc2c1S(=O)(=O)c1ccccc1,1.2951453,0.64757264,0.73601884,0.5591264,947.94214,31.82755,1134.4746,1101.3994,42.087975,46.66329,0.837,0.752,0.859,0.685,1.589,1.545
CHEMBL260470,Cc1ccc(COc2nc3ccccc3nc2N2CCN(C)CC2)cc1,1.2951155,0.64755774,0.7404099,0.55470556,1005.18146,34.64323,1134.4746,1228.3081,42.087975,55.00862,0.882,0.811,0.821,0.637,1.693,1.459
CHEMBL4224967,CC1CCN(Cc2nc(SCc3ccc(C#N)cc3)[nH]c(=O)c2I)CC1,1.2950734,0.6475367,0.76364565,0.53142774,987.48315,33.934334,1134.4746,1146.1255,42.087975,55.701385,0.87,0.793,0.862,0.617,1.663,1.479
CHEMBL1957860,Cc1c(C)n2c(=O)cc(N3CCOCC3)nc2n1Cc1cccc(Cl)c1Cl,1.2950573,0.64752865,0.75135374,0.5437036,1028.5104,29.726233,1134.4746,1262.9121,42.087975,42.31186,0.901,0.706,0.819,0.703,1.608,1.521
CHEMBL112866,COc1ccnc(NC2CCN(C(=O)c3ccc(Cl)cc3)CC2)c1,1.2949767,0.64748836,0.7343039,0.56067276,944.80505,30.993309,1134.4746,1096.998,42.087975,44.184116,0.834,0.735,0.86,0.703,1.569,1.563
CHEMBL150245,Cc1nc(N)c2nc(O)n(Cc3ccccc3)c2n1,1.2949555,0.64747775,0.7005218,0.5944336,843.0476,32.36255,1134.4746,912.02954,42.087975,44.71724,0.75,0.767,0.913,0.726,1.517,1.639
CHEMBL1999049,CCn1c(Cl)c(C=O)s/c1=N\S(=O)(=O)c1ccccc1,1.2949475,0.64747375,0.71362305,0.58132446,833.49396,28.74179,1134.4746,866.9944,42.087975,36.095726,0.743,0.688,0.947,0.79,1.431,1.736
CHEMBL123608,CCCCc1nc(C2=NO[C@@H](c3ccccc3)C2)c(Cl)[nH]1,1.2949098,0.6474549,0.8139115,0.48099834,941.66815,30.008053,1134.4746,964.15985,42.087975,50.3071,0.836,0.706,0.968,0.601,1.542,1.57
CHEMBL1957854,O=c1cc(N2CCOCC2)nc2n(Cc3ccc(F)c(Cl)c3)ccn12,1.294827,0.6474135,0.7910234,0.5038037,1024.5732,25.810394,1134.4746,1185.3489,42.087975,34.953476,0.901,0.618,0.866,0.731,1.52,1.597
CHEMBL170215,Clc1ccc(Cc2n[nH]c(-c3cnccn3)n2)cc1Cl,1.2948124,0.6474062,0.76626104,0.52855146,895.6179,31.192488,1134.4746,929.9589,42.087975,48.119564,0.797,0.736,0.953,0.652,1.532,1.605
CHEMBL4072455,Cn1c(N2CCN[C@@H](c3ccc(Cl)c(Cl)c3)C2)nc(-c2ccncn2)cc1=O,1.2947513,0.64737564,0.7267567,0.5679946,1030.467,31.245947,1134.4746,1313.8906,42.087975,44.16897,0.901,0.741,0.79,0.709,1.642,1.499
CHEMBL1401175,COCCCNc1nnc(Cc2ccc(Cl)cc2)c(O)n1,1.2947149,0.64735746,0.7226022,0.5721127,869.59155,32.65299,1134.4746,938.53375,42.087975,47.639412,0.773,0.771,0.917,0.689,1.544,1.606
CHEMBL3091536,Cn1c(N2CCO[C@@H](c3ccc(F)cc3)C2)nc(-c2ccncn2)cc1=O,1.2946851,0.64734256,0.76557875,0.5291064,1052.2239,27.99771,1134.4746,1292.1655,42.087975,38.824825,0.921,0.668,0.819,0.718,1.589,1.537
CHEMBL5200327,Cc1cc(Nc2nc(NCc3ccc(F)cc3F)nc3ccc(Cl)cc23)n[nH]1,1.294677,0.6473385,0.7689773,0.5256997,1071.8055,35.31589,1134.4746,1331.1375,42.087975,60.406742,0.937,0.821,0.811,0.594,1.758,1.405
CHEMBL575314,CC(C)c1nc(COC(N)=O)n(C)c1Sc1cc(Cl)cc(Cl)c1,1.2945664,0.6472832,0.7277537,0.56681275,903.3844,31.414915,1134.4746,1010.2425,42.087975,44.75074,0.801,0.744,0.889,0.704,1.545,1.593
CHEMBL2153700,Cn1nc(OCc2ccc3ccccc3c2)c2cc([N+](=O)[O-])ccc21,1.2945409,0.64727044,0.8537212,0.44081974,1080.4165,32.254784,1134.4746,1211.4797,42.087975,63.33682,0.949,0.747,0.895,0.518,1.697,1.413
CHEMBL4174918,Cc1nnn2c1-c1ccccc1N(Cc1cccc(Br)c1)CC2,1.2944937,0.64724684,0.730631,0.5638627,935.1827,34.10056,1134.4746,1080.6738,42.087975,52.489292,0.826,0.8,0.863,0.656,1.627,1.519
CHEMBL60307,CN(C)c1nc(Cl)nc2c1ncn2Cc1ccc([N+](=O)[O-])cc1,1.2944837,0.64724183,0.7628247,0.5316589,962.80176,25.455315,1134.4746,1090.4805,42.087975,31.246376,0.85,0.613,0.881,0.801,1.463,1.682
CHEMBL1563951,CCN(CC)c1nc(N)nc(NS(=O)(=O)c2ccc(Cl)cc2)n1,1.2944605,0.64723027,0.7532887,0.54117185,926.76874,30.499973,1134.4746,1022.591,42.087975,44.771126,0.821,0.722,0.901,0.683,1.543,1.585
CHEMBL1779920,O=C(C[C@]1(O)C(=O)N(Cc2ccc(Cl)cc2)c2ccccc21)c1ccco1,1.2942617,0.64713085,0.77806246,0.5161993,1056.5751,34.877876,1134.4746,1280.0571,42.087975,60.35659,0.925,0.811,0.83,0.587,1.736,1.417
CHEMBL121708,Nc1cc2ncnc(NCc3cccc(Br)c3)c2cn1,1.2941663,0.64708316,0.76296985,0.5311965,894.40424,29.34506,1134.4746,932.19653,42.087975,42.500412,0.795,0.697,0.949,0.691,1.492,1.64
CHEMBL3961812,CNc1cc(N(C)Cc2ccccc2)nn2c(C)nnc12,1.2941146,0.6470573,0.7215252,0.57258934,892.1724,30.564257,1134.4746,994.20685,42.087975,41.8553,0.791,0.726,0.891,0.73,1.518,1.621
CHEMBL458603,Clc1ccc(-c2nc3sccn3c2/C=N/OCc2ccc(Cl)c(Cl)c2)cc1,1.2940934,0.6470467,0.7644089,0.52968454,1028.8707,35.580086,1134.4746,1240.3652,42.087975,60.664326,0.903,0.827,0.833,0.596,1.73,1.429
CHEMBL50040,CNc1ncnc2c1ncn2Cc1ccccc1,1.2940553,0.6470277,0.6851092,0.60894614,810.31305,30.52306,1134.4746,858.5886,42.087975,38.559486,0.723,0.728,0.929,0.788,1.451,1.717
CHEMBL145260,S=C(NCCCc1ccccc1)Nc1nccs1,1.2940462,0.6470231,0.73996323,0.5540829,813.68695,29.701782,1134.4746,778.84393,42.087975,41.219116,0.729,0.706,1.021,0.72,1.435,1.741
CHEMBL4784382,Clc1ccc(SSc2nncs2)cc1,1.2940204,0.6470102,0.6597923,0.6342281,681.7302,28.571814,1134.4746,580.5054,42.087975,31.533585,0.616,0.687,1.121,0.891,1.303,2.012
CHEMBL497919,C[C@H](Nc1ncnc2cnc(N(C)C)cc12)c1ccccc1,1.293992,0.646996,0.8164485,0.47754356,974.05817,27.80021,1134.4746,1032.6265,42.087975,43.92726,0.862,0.659,0.939,0.634,1.522,1.573
CHEMBL47472,O=[N+]([O-])c1ccc(Sn2cnc3c(S)ncnc32)cc1,1.2937889,0.64689445,0.7364679,0.5573211,878.1312,26.92068,1134.4746,936.0118,42.087975,33.136425,0.781,0.647,0.928,0.802,1.427,1.73
CHEMBL324326,N#Cc1ccc(Cn2cc(Cn3ccnc3)c3ccccc32)cc1,1.2937756,0.6468878,0.75020593,0.5435697,975.98456,34.033215,1134.4746,1142.4656,42.087975,54.55583,0.86,0.797,0.855,0.631,1.657,1.486
CHEMBL26606,CC(C)Cn1c(=O)n(C)c(=O)c2c1ncn2Cc1ccccc1,1.2937427,0.6468713,0.7815246,0.512218,972.08746,29.450409,1134.4746,1081.4475,42.087975,44.858288,0.859,0.697,0.897,0.659,1.556,1.555
CHEMBL3943299,Cc1noc(NC(=O)c2ccc(N[C@H](C)c3ccc(Cl)cc3)nn2)c1C,1.2936553,0.64682764,0.7110368,0.5826185,972.6801,36.258266,1134.4746,1206.1799,42.087975,56.40359,0.855,0.847,0.809,0.651,1.702,1.46
